iso2c,country,year,SP.POP.TOTL,EN.ATM.CO2E.PC,NY.GDP.PCAP.KD,iso3c,region,capital,longitude,latitude,income,lending
S4,Other small states,2013,27794595,6.87401115325552,13311.2029241128,OSS,Aggregates,,,,Aggregates,Aggregates
S4,Other small states,2014,28364410,7.5994345548410704,13458.6560843788,OSS,Aggregates,,,,Aggregates,Aggregates
S4,Other small states,2002,21639132,5.33761700379785,8529.87084682988,OSS,Aggregates,,,,Aggregates,Aggregates
S4,Other small states,2003,22018494,5.54639157599267,8754.24144330255,OSS,Aggregates,,,,Aggregates,Aggregates
S4,Other small states,2015,28948869,7.25740848588687,13546.8198275035,OSS,Aggregates,,,,Aggregates,Aggregates
SA,Saudi Arabia,1997,19407142,11.1422548977072,18682.5851596284,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,1998,19783304,10.4977684718387,18857.6290970743,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,1999,20194527,11.2138923580632,17778.41410464,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,1996,19033845,13.5942503472105,18841.0292563939,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,2001,21202642,14.0177821707314,17669.1180001687,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,2002,21805313,14.9691501332726,16696.4103852427,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,2003,22456649,14.5735196733938,18034.7245219,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,2000,20663843,14.3698016385432,18352.0271397081,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,2005,23816183,16.6963004105234,19381.8519639916,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,2006,24498310,17.6640349068977,19367.5827543478,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,2007,25184597,15.3974239095428,19187.8067947643,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,2004,23132682,17.1114752279913,18901.0131046053,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,2009,26630303,17.610212546211,18883.199839421,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,2010,27421461,18.9082484700578,19262.5476811757,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,2011,28267685,17.6837298844953,20553.9053742816,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,2012,29155187,19.3736599254191,21006.6370090509,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,2013,30052518,18.0034004139021,20929.4968690033,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,2014,30916994,19.4406664826471,21087.3544122692,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,2015,31717667,20.4022516221007,21399.1040059788,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,2008,25888541,16.6164547472953,19832.6513319799,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SA,Saudi Arabia,1995,18638787,12.6167568200656,18745.963301868,SAU,Middle East & North Africa,Riyadh,46.6977,24.6748,High income,Not classified
SB,Solomon Islands,1995,359281,0.398053334298223,1654.54015102153,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,1998,390693,0.366049558092927,1550.86093800794,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,1999,401586,0.383514365540631,1501.5124635494,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,1996,369523,0.387020564349175,1634.50380273743,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,1997,379999,0.376350990397343,1566.56020350223,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,2002,435432,0.362125429458561,1061.91069601451,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,2003,447017,0.360943767239277,1101.62532975912,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,2004,458539,0.351874104492748,1126.54985745102,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,2005,469918,0.343353521252644,1158.86419072008,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,2006,481078,0.34301090467658,1210.61572978844,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,2007,492132,0.365111392878333,1270.05015910328,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,2008,503360,0.356967180546726,1329.96028882875,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,2009,515181,0.348776449442041,1237.87175091192,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,2010,527861,0.354292133724598,1290.39878585913,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,2011,541521,0.338583360571428,1423.82917626249,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,2012,556064,0.329728232721413,1449.75580958037,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,2000,412660,0.373222507633403,1252.73931116689,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,2001,423944,0.371938274866492,1122.10524064356,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,2014,587079,0.331047439952715,1446.43617319643,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,2015,603118,0.31616366946435,1443.76439887654,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SB,Solomon Islands,2013,571335,0.340169952829776,1453.58786065044,SLB,East Asia & Pacific,Honiara,159.949,-9.42676,Lower middle income,IDA
SC,Seychelles,1995,75304,2.62958142993732,8009.79450081097,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,1996,76417,3.0711490898622,8281.28009926578,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,1997,77319,4.41070112132852,9163.68506599416,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,1999,80410,6.33892550677776,9730.69992339457,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,2000,81131,7.05096695467824,9790.27077165215,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,2001,81202,7.81250461811285,9559.5519572009,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,1998,78846,5.48798924485706,9741.36050272366,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,2003,82781,6.64464067841654,8932.19505426459,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,2004,82475,8.93685359199758,8709.78268874452,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,2005,82858,8.32021048058123,9450.27943363656,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,2002,83723,6.43848165975897,9384.15248144775,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,2007,85033,7.54677595756942,11124.6571123506,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,2008,86956,7.97027232163393,10645.0866961106,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,2009,87298,6.00679282457788,10486.1898908954,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,2010,89770,4.9427091455943,10804.6844747547,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,2011,87441,3.73237954735193,11967.3623467509,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,2012,88303,4.77565881113892,11999.9538480947,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,2013,89949,3.66907914484875,12489.3149221443,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,2014,91359,5.33840125220285,12850.4931494914,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,2015,93419,5.25993641550434,13187.6120030729,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SC,Seychelles,2006,84600,8.66903073286052,10126.290476779,SYC,Sub-Saharan Africa,Victoria,55.4466,-4.6309,High income,IBRD
SD,Sudan,1995,24094747,0.142569611064165,849.894189280193,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,1996,24782383,0.142779900298255,876.454238040763,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,1997,25413917,0.169602368250794,943.24871235156,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,1999,26626520,0.150670884476316,960.380297031732,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,2000,27275015,0.159133713745191,993.437846291318,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,2001,27971082,0.178055692848892,1028.98258733622,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,2002,28704778,0.220598608029217,1064.9769532487,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,2003,29460519,0.239590404729863,1115.72411936415,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,2004,30214193,0.294220660374736,1127.11243923819,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,2005,30949516,0.273950845139068,1178.22716325328,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,2006,31661823,0.291193188463428,1261.28867591082,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,2007,32360621,0.332724015041885,1368.34814425062,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,2008,33060837,0.341440489486692,1435.50853834829,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,2009,33783788,0.346451108240755,1443.09135614876,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,2010,34545013,0.345245385884236,1401.47747416771,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,1998,26015521,0.14291034853417,957.429247166126,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,2013,37072550,0.309687394590696,1778.60982580794,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,2014,37977655,0.299732598319775,1782.74173912551,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,2015,38902950,NA,1825.72155898504,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,2011,35349681,0.330142236762997,1591.56825353313,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SD,Sudan,2012,36193783,0.300706838141128,1745.10167474004,SDN,Sub-Saharan Africa,Khartoum,32.5363,15.5932,Lower middle income,IDA
SE,Sweden,1995,8826939,6.24852477172438,37870.9187578124,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,1996,8840998,6.32403140459934,38407.8996940763,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,1999,8857874,5.76966651365779,42965.9849091477,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,2000,8872109,5.56243008285854,44941.6703700962,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,1997,8846062,5.89509851954463,39564.5624399849,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,1998,8850974,5.98545979233472,41247.6178416553,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,2003,8958229,6.11519453231213,47212.708535919,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,2004,8993531,6.06224140440501,49066.8961922116,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,2001,8895960,5.74702606576468,45470.859389143,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,2002,8924958,6.43422859805055,46318.8336115953,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,2007,9148092,5.25352193659618,53716.4434028519,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,2008,9219637,5.32809827545271,53059.453925369,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,2009,9298515,4.63141135977089,50326.2220511785,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,2010,9378126,5.54734805226545,52869.0442891587,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,2011,9449213,5.47495712076762,54147.9403966009,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,2012,9519374,4.94230082776452,53432.6448453224,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,2013,9600379,4.67142078453361,53611.1017911601,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,2014,9696110,4.48461145758454,54492.5991188879,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,2015,9799186,3.89632404160917,56339.9942972911,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,2005,9029572,5.71031351209116,50268.1757126904,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SE,Sweden,2006,9080505,5.45900321623082,52316.9632389091,SWE,Europe & Central Asia,Stockholm,18.0645,59.3327,High income,Not classified
SG,Singapore,1995,3524506,11.9659796294857,29473.4312595051,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,1996,3670704,13.5393240642667,30413.9208817612,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,1999,3958723,12.6478205219208,31586.9708469067,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,2000,4027887,12.1666243367801,33850.7472532419,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,2001,4138012,11.9722151603234,32597.6371927535,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,2002,4175950,11.3102312048755,33565.9689451147,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,2003,4114826,7.56601372694738,35609.6713808109,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,2004,4166664,6.83382557364837,38619.868034798,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,2005,4265762,7.1169214316223,40498.7145261862,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,2006,4401365,6.99763209822407,42785.5841644099,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,2007,4588599,4.34260609828839,44742.4148336372,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,2008,4839396,7.46676196781582,43216.2611731782,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,2009,4987573,11.7577555255833,41983.0698197597,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,1997,3796038,15.3923585591082,31856.6087939411,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,1998,3927213,12.3795388740056,30116.5359075183,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,2012,5312437,9.41041013756963,50143.7787074334,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,2013,5399162,10.3928042907399,51724.9779699993,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,2014,5469724,10.3559428227092,53068.3552214105,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,2015,5535002,11.1023602159493,54009.7389181265,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,2010,5076732,11.487698779451,47236.9602345421,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SG,Singapore,2011,5183688,9.02091020910209,49194.3567574518,SGP,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified
SI,Slovenia,1997,1985956,7.98596494584976,16448.4257218833,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,1998,1981629,7.66661216605126,17024.9240598611,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,1995,1989872,7.23864449572636,15141.9316788805,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,1996,1988628,7.51977041457729,15636.7035825081,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,2001,1992060,7.6117411122155,19088.8869286385,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,2002,1994530,7.73101181732037,19733.5986991139,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,1999,1983045,7.70366885269875,17920.0015630584,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,2000,1988925,7.23840366026874,18523.1664186015,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,2005,2000474,7.93167469309774,21943.3616004936,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,2006,2006868,8.09460811573058,23130.3839426918,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,2007,2018122,8.04946876353362,24606.9329558709,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,2008,2021316,8.58644120958821,25430.3496482875,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,2009,2039669,7.49160231390485,23299.204840187,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,2010,2048583,7.48585436860503,23509.5433941493,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,2011,2052843,7.38457738852898,23662.8313902027,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,2012,2057159,7.13378693625529,22989.9302725202,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,2013,2059953,6.74316161582327,22722.4373913423,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,2014,2061980,6.05363194599366,23328.4750740072,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,2015,2063531,6.07218355333649,23826.1316453096,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,2003,1995733,7.7722871746872,20305.5173119165,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SI,Slovenia,2004,1997012,7.88482893442804,21177.1022963873,SVN,Europe & Central Asia,Ljubljana,14.5044,46.0546,High income,Not classified
SK,Slovak Republic,1997,5383291,7.62514937423966,9822.55891291975,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,1998,5390516,7.50948758894325,10209.2342340607,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,1999,5396020,7.2721314969181,10188.0184688499,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,2000,5388720,6.65932948826437,10320.8269911221,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,2001,5378867,7.31713779128579,10676.1655266376,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,2002,5376912,7.30002053223114,11161.657778909,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,2003,5373374,7.34986807171807,11783.2000301695,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,2004,5372280,7.21280145487577,12407.7472345556,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,2005,5372807,7.32539080596046,13228.2719665625,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,2006,5373054,7.27796296110182,14351.1127591383,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,2007,5374622,6.84327381534925,15900.9889660636,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,1995,5361999,7.85443917464364,8731.83688201675,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,1996,5373361,7.68837641840926,9290.1895816263,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,2008,5379233,7.01055856847993,16773.0610731439,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,2009,5386406,6.31907323733116,15836.8834450415,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,2010,5391428,6.72195956247584,16727.2913264619,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,2011,5398384,6.39539628896351,17184.2639708886,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,2012,5407579,6.06648224649145,17480.2711778287,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,2013,5413393,6.11280355961594,17578.6368238987,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,2014,5418649,5.66158132774424,18044.9569543293,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SK,Slovak Republic,2015,5423801,5.76775899410764,18897.1028871849,SVK,Europe & Central Asia,Bratislava,17.1073,48.1484,High income,Not classified
SL,Sierra Leone,1995,4303957,0.0988327717958149,315.935044423867,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,1996,4312666,0.11733948328018,320.826792074818,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,1997,4335301,0.110805916359671,300.394917569628,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,1998,4381483,0.102105611273626,302.534249275837,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,1999,4462378,0.0895717485161499,291.170375151111,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,2000,4584571,0.0927833814766965,302.264265607971,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,2001,4754072,0.119557507753353,272.991178006267,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,2002,4965766,0.122583706119056,330.395926585628,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,2003,5201070,0.125498407058548,344.826417313311,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,2004,5433991,0.118094601187231,351.822123761394,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,2005,5645624,0.0967799130795816,353.889418515374,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,2006,5829237,0.125814064516505,357.219529970943,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,2007,5989633,0.107139285495455,375.668000342173,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,2008,6133603,0.108211600913851,386.653814008902,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,2009,6272734,0.104057656517876,390.131035408141,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,2010,6415634,0.113171356096685,401.835001366837,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,2011,6563240,0.13688589781876,417.603168385485,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,2012,6712581,0.153506825466985,470.301404621334,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,2013,6863980,0.173627399846736,555.205562395033,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,2014,7017144,0.186560087693797,567.834267043931,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SL,Sierra Leone,2015,7171914,0.148788315085764,441.137664064293,SLE,Sub-Saharan Africa,Freetown,-13.2134,8.4821,Low income,IDA
SM,San Marino,1995,25928,NA,NA,SMR,Europe & Central Asia,San Marino,12.4486,43.9322,High income,Not classified
SM,San Marino,1996,26252,NA,NA,SMR,Europe & Central Asia,San Marino,12.4486,43.9322,High income,Not classified
